Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price_Clean,Region_Type,Make_Origin,Car_Age
Dodge,Charger,2010,Saudi,White,Standard,5.7,Gas,Automatic,Used,240000,Riyadh,102675000.0,Urban,USA,14
Classic,Cadillac,1995,Saudi,Red,Full,8.0,Gas,Automatic,Used,119,Riyadh,102675000.0,Urban,Other,29
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,96342,Riyadh,102675000.0,Urban,USA,5
Toyota,Camry,2009,Saudi,White,Standard,2.5,Gas,Manual,Used,350000,Jeddah,102675000.0,Urban,Japan,15
Kia,Rio,2016,Saudi,Red,Standard,1.4,Gas,Automatic,Used,157000,Riyadh,102675000.0,Urban,Korea,8
Volkswagen,Tiguan,2012,Other,White,Full,2.0,Gas,Automatic,Used,240000,Jeddah,102675000.0,Urban,Europe,12
Toyota,Ciocca,2009,Saudi,Grey,Semi Full,5.7,Gas,Automatic,Used,349900,Makkah,102675000.0,Urban,Japan,15
Ford,Edge,2010,Other,Navy,Semi Full,3.5,Gas,Automatic,Used,187200,Jubail,102675000.0,Urban,USA,14
Hyundai,Elantra,2014,Saudi,White,Full,1.6,Gas,Automatic,Used,410000,Riyadh,102675000.0,Urban,Korea,10
Ford,Marquis,2011,Other,Brown,Semi Full,8.0,Gas,Automatic,Used,400000,Makkah,102675000.0,Urban,USA,13
Hyundai,Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,Used,280,Riyadh,102675000.0,Urban,Korea,11
GMC,Suburban,2005,Saudi,Silver,Semi Full,5.3,Gas,Automatic,Used,400000,Riyadh,102675000.0,Urban,USA,19
Toyota,Camry,2001,Saudi,White,Full,4.0,Gas,Manual,Used,350000,Jeddah,102675000.0,Urban,Japan,23
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,58000,Al-Medina,100621500.0,Urban,Japan,7
Nissan,Sunny,2018,Saudi,Another Color,Standard,1.5,Gas,Automatic,Used,106000,Jeddah,100621500.0,Urban,Japan,6
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,Used,102000,Dammam,100621500.0,Urban,Japan,6
Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,183000,Dammam,100621500.0,Urban,Korea,7
Nissan,Sunny,2017,Saudi,Black,Standard,1.5,Gas,Automatic,Used,158218,Riyadh,100621500.0,Urban,Japan,7
Nissan,Sunny,2017,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,152973,Riyadh,100621500.0,Urban,Japan,7
Ford,Expedition,2009,Saudi,Grey,Standard,5.4,Gas,Automatic,Used,318500,Riyadh,100621500.0,Urban,USA,15
Hyundai,Azera,2012,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,Used,380000,Aseer,98568000.0,Suburban,Korea,12
Kia,Cerato,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,160000,Dammam,98568000.0,Urban,Korea,10
Kia,Rio,2014,Saudi,White,Standard,1.4,Gas,Automatic,Used,78000,Dammam,98568000.0,Urban,Korea,10
Ford,Flex,2012,Saudi,Black,Semi Full,6.0,Gas,Automatic,Used,255000,Riyadh,98568000.0,Urban,USA,12
BMW,The 5,2009,Saudi,Black,Full,2.3,Gas,Automatic,Used,216500,Riyadh,98568000.0,Urban,Europe,15
Jeep,Compass,2011,Saudi,White,Full,2.4,Gas,Automatic,Used,245000,Riyadh,98568000.0,Urban,USA,13
Toyota,Yaris,2014,Saudi,Red,Full,1.5,Gas,Automatic,Used,375000,Riyadh,98568000.0,Urban,Japan,10
Chevrolet,Traverse,2011,Saudi,Brown,Standard,3.6,Gas,Automatic,Used,138000,Al-Ahsa,98568000.0,Suburban,USA,13
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,147000,Dammam,98568000.0,Urban,Korea,8
Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,105000,Dammam,98568000.0,Urban,Korea,9
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,138000,Jeddah,98568000.0,Urban,Korea,7
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,108708,Riyadh,98568000.0,Urban,Japan,6
Chevrolet,Cruze,2014,Saudi,Grey,Semi Full,1.7000000000000002,Gas,Automatic,Used,135020,Riyadh,98568000.0,Urban,USA,10
Mercury,Grand Marquis,2007,Other,Golden,Full,4.3,Gas,Automatic,Used,570000,Riyadh,98568000.0,Urban,USA,17
Mitsubishi,Pajero,2012,Saudi,White,Semi Full,3.0,Gas,Automatic,Used,360000,Riyadh,98568000.0,Urban,Japan,12
Volkswagen,Tiguan,2011,Saudi,Black,Full,2.0,Gas,Automatic,Used,143000,Jeddah,98568000.0,Urban,Europe,13
Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,176000,Dammam,98568000.0,Urban,Korea,9
Kia,Cerato,2014,Saudi,Red,Semi Full,1.6,Gas,Automatic,Used,223,Tabouk,98568000.0,Urban,Korea,10
Nissan,Datsun,2014,Other,White,Standard,2.4,Gas,Manual,Used,282,Riyadh,98568000.0,Urban,Japan,10
Mercury,Grand Marquis,2007,Saudi,Silver,Full,4.3,Gas,Automatic,Used,179000,Al-Medina,98568000.0,Urban,USA,17
Hyundai,Sonata,2012,Saudi,White,Full,2.4,Gas,Automatic,Used,271800,Dammam,98568000.0,Urban,Korea,12
Ford,Ranger,2011,Saudi,White,Full,2.5,Gas,Manual,Used,168000,Riyadh,98568000.0,Urban,USA,13
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,158000,Riyadh,98568000.0,Urban,Korea,7
Nissan,Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,124758,Riyadh,98568000.0,Urban,Japan,6
Hyundai,Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,Used,174000,Jeddah,98568000.0,Urban,Korea,7
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,88000,Jeddah,98568000.0,Urban,Japan,6
Lexus,ES,2007,Other,Black,Full,6.1,Gas,Automatic,Used,240000,Khobar,98568000.0,Urban,Japan,17
Toyota,Camry,2009,Saudi,White,Standard,1.6,Gas,Automatic,Used,300000,Abha,98568000.0,Suburban,Japan,15
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,156000,Riyadh,98568000.0,Urban,Korea,7
Hyundai,Accent,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,151000,Dammam,98568000.0,Urban,Korea,8
Toyota,Corolla,2014,Saudi,White,Standard,2.0,Gas,Manual,Used,276,Riyadh,98157300.0,Urban,Japan,10
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,214000,Riyadh,96514500.0,Urban,Korea,8
Nissan,Datsun,2011,Saudi,White,Semi Full,1.6,Gas,Manual,Used,390,Qassim,96514500.0,Suburban,Japan,13
Hyundai,Elantra,2013,Saudi,Brown,Full,2.0,Gas,Automatic,Used,189000,Aseer,94461000.0,Suburban,Korea,11
Ford,Victoria,2011,Other,Black,Full,4.6,Gas,Automatic,Used,342,Najran,94461000.0,Suburban,USA,13
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,154000,Dammam,94461000.0,Urban,Korea,8
Nissan,Datsun,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,Used,300,Makkah,94461000.0,Urban,Japan,11
Ford,Focus,2014,Gulf Arabic,Blue,Standard,1.6,Gas,Automatic,Used,98000,Khobar,94461000.0,Urban,USA,10
Toyota,Camry,2009,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,600000,Al-Medina,94461000.0,Urban,Japan,15
Mitsubishi,L300,2014,Saudi,White,Standard,2.0,Gas,Manual,Used,120000,Riyadh,94461000.0,Urban,Japan,10
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,93470,Riyadh,94461000.0,Urban,Europe,9
Chrysler,S300,2011,Other,White,Full,1.3,Gas,Automatic,Used,140000,Aseer,94461000.0,Suburban,USA,13
Renault,Fluence,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,105000,Riyadh,94461000.0,Urban,Europe,8
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,204000,Riyadh,94461000.0,Urban,Korea,7
Chevrolet,Traverse,2011,Other,Another Color,Standard,3.6,Gas,Automatic,Used,320000,Riyadh,94461000.0,Urban,USA,13
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,105000,Riyadh,94461000.0,Urban,Japan,6
Nissan,Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,Used,106,Jeddah,94461000.0,Urban,Japan,6
Toyota,Camry,2004,Saudi,Golden,Full,3.5,Gas,Automatic,Used,322000,Riyadh,94461000.0,Urban,Japan,20
Chevrolet,Avalanche,2007,Other,Navy,Semi Full,5.85,Gas,Automatic,Used,700,Tabouk,94461000.0,Urban,USA,17
Ford,Taurus,2010,Other,Silver,Semi Full,3.5,Gas,Automatic,Used,318000,Riyadh,94461000.0,Urban,USA,14
MG,6,2014,Gulf Arabic,Grey,Full,1.8,Gas,Automatic,Used,79000,Riyadh,94461000.0,Urban,China,10
Toyota,Yaris,2016,Saudi,Grey,Standard,1.5,Gas,Manual,Used,134000,Jubail,94461000.0,Urban,Japan,8
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,132000,Riyadh,94461000.0,Urban,Europe,9
Hyundai,Accent,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,117000,Jeddah,94461000.0,Urban,Korea,7
Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,Used,156103,Qassim,94461000.0,Suburban,Japan,8
Toyota,Yaris,2014,Saudi,Another Color,Standard,1.4,Gas,Automatic,Used,201000,Riyadh,94461000.0,Urban,Japan,10
Toyota,Camry,2009,Saudi,White,Full,2.4,Gas,Automatic,Used,520000,Makkah,94461000.0,Urban,Japan,15
Hyundai,Sonata,2011,Saudi,Black,Semi Full,2.4,Gas,Automatic,Used,29000,Riyadh,94461000.0,Urban,Korea,13
Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,Used,158000,Qassim,94461000.0,Suburban,Japan,8
Ford,Taurus,2010,Saudi,Black,Semi Full,3.0,Gas,Automatic,Used,360000,Riyadh,94461000.0,Urban,USA,14
Chevrolet,Colorado,2013,Saudi,Brown,Standard,2.0,Gas,Manual,Used,202000,Al-Medina,94461000.0,Urban,USA,11
GMC,Yukon,2005,Other,Silver,Full,6.0,Gas,Automatic,Used,195000,Makkah,94461000.0,Urban,USA,19
Nissan,Pathfinder,2010,Saudi,White,Semi Full,3.5,Gas,Automatic,Used,400000,Hail,92407500.0,Suburban,Japan,14
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,115,Riyadh,92407500.0,Urban,Korea,8
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,106646,Riyadh,92407500.0,Urban,Japan,7
Kia,Picanto,2017,Saudi,White,Standard,1.0,Gas,Automatic,Used,141000,Al-Medina,92407500.0,Urban,Korea,7
Kia,Picanto,2017,Saudi,Red,Standard,1.0,Gas,Automatic,Used,158000,Al-Medina,92407500.0,Urban,Korea,7
Chevrolet,Malibu,2013,Saudi,Silver,Semi Full,2.5,Gas,Automatic,Used,260,Riyadh,92407500.0,Urban,USA,11
Peugeot,Partner,2016,Saudi,White,Standard,1.6,Gas,Manual,Used,114000,Dammam,90354000.0,Urban,Europe,8
Renault,Fluence,2016,Saudi,Silver,Semi Full,1.8,Gas,Automatic,Used,67000,Riyadh,90354000.0,Urban,Europe,8
Chevrolet,Aveo,2016,Saudi,White,Standard,1.6,Gas,Automatic,Used,56000,Riyadh,90354000.0,Urban,USA,8
GMC,Acadia,2011,Saudi,Black,Standard,3.6,Gas,Automatic,Used,187000,Khobar,90354000.0,Urban,USA,13
Nissan,Altima,2011,Saudi,Silver,Full,2.5,Gas,Automatic,Used,18500,Aseer,90354000.0,Suburban,Japan,13
Toyota,Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,Used,100000,Arar,90354000.0,Suburban,Japan,17
Nissan,Maxima,2010,Gulf Arabic,Black,Full,3.0,Gas,Automatic,Used,280000,Riyadh,90354000.0,Urban,Japan,14
GMC,Yukon,2010,Saudi,White,Semi Full,5.3,Gas,Automatic,Used,360000,Jazan,90354000.0,Suburban,USA,14
Toyota,Camry,2005,Saudi,Blue,Full,1.6,Gas,Manual,Used,360000,Najran,90354000.0,Suburban,Japan,19
Ford,Expedition,2008,Other,Black,Full,1.8,Gas,Automatic,Used,299000,Dammam,90354000.0,Urban,USA,16
GMC,Safari,2005,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,Used,84000,Dammam,90354000.0,Urban,USA,19
GMC,Yukon,2008,Saudi,Black,Semi Full,1.6,Gas,Automatic,Used,250000,Riyadh,90354000.0,Urban,USA,16
Honda,Odyssey,2010,Saudi,Bronze,Standard,4.6,Gas,Automatic,Used,200000,Riyadh,90354000.0,Urban,Japan,14
Ford,Victoria,2008,Saudi,Bronze,Standard,1.3,Gas,Automatic,Used,278,Aseer,90354000.0,Suburban,USA,16
Hyundai,Sonata,2013,Saudi,Silver,Semi Full,2.4,Gas,Automatic,Used,348,Dammam,90354000.0,Urban,Korea,11
Ford,Marquis,2009,Other,Silver,Semi Full,4.6,Gas,Automatic,Used,260,Riyadh,90354000.0,Urban,USA,15
Chevrolet,Malibu,2013,Gulf Arabic,Silver,Standard,2.5,Gas,Automatic,Used,168000,Makkah,90354000.0,Urban,USA,11
Hummer,H3,2006,Other,Blue,Full,3.5,Gas,Automatic,Used,236000,Riyadh,90354000.0,Urban,USA,18
Kia,Rio,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,141000,Taef,90354000.0,Suburban,Korea,10
Suzuki,Ertiga,2015,Saudi,White,Semi Full,1.8,Gas,Automatic,Used,168000,Al-Medina,90354000.0,Urban,Japan,9
Kia,Rio,2015,Saudi,Red,Standard,1.6,Gas,Automatic,Used,150,Riyadh,90354000.0,Urban,Korea,9
Chevrolet,Traverse,2010,Saudi,Black,Standard,3.6,Gas,Automatic,Used,219,Jeddah,90354000.0,Urban,USA,14
Toyota,Camry,2008,Saudi,Silver,Semi Full,2.5,Gas,Automatic,Used,468,Riyadh,90354000.0,Urban,Japan,16
Kia,Sorento,2010,Saudi,Black,Semi Full,3.3,Gas,Automatic,Used,213000,Jeddah,90354000.0,Urban,Korea,14
Mitsubishi,Attrage,2018,Saudi,Silver,Standard,1.2,Gas,Automatic,Used,159000,Jeddah,90354000.0,Urban,Japan,6
Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,500000,Jeddah,90354000.0,Urban,Korea,9
Toyota,Camry,2009,Saudi,Blue,Full,2.5,Gas,Automatic,Used,317,Jeddah,90354000.0,Urban,Japan,15
Geely,EC8,2016,Saudi,Silver,Full,2.4,Gas,Automatic,Used,80000,Aseer,90354000.0,Suburban,China,8
Volkswagen,Passat,2012,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,Used,216000,Jeddah,90354000.0,Urban,Europe,12
Ford,Victoria,2006,Saudi,White,Standard,4.6,Gas,Automatic,Used,234000,Taef,90354000.0,Suburban,USA,18
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,111,Riyadh,90354000.0,Urban,Korea,8
Lexus,IS,2008,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,Used,400000,Riyadh,90354000.0,Urban,Japan,16
Nissan,Sentra,2014,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,191000,Al-Medina,90354000.0,Urban,Japan,10
Toyota,Camry,2014,Saudi,White,Full,2.5,Gas,Automatic,Used,542966,Wadi Dawasir,90354000.0,Suburban,Japan,10
Land Rover,Range Rover,2004,Saudi,Navy,Full,5.3,Gas,Automatic,Used,300000,Makkah,90354000.0,Urban,Europe,20
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,Used,254000,Dammam,90354000.0,Urban,Japan,12
Lexus,LS,2003,Other,Bronze,Full,4.6,Gas,Automatic,Used,1869,Riyadh,90354000.0,Urban,Japan,21
Ford,Marquis,2009,Saudi,Black,Semi Full,4.6,Gas,Automatic,Used,140000,Riyadh,90354000.0,Urban,USA,15
Ford,Marquis,2011,Other,Bronze,Semi Full,4.6,Gas,Automatic,Used,300000,Riyadh,90354000.0,Urban,USA,13
Toyota,Camry,2010,Saudi,Silver,Full,2.5,Gas,Automatic,Used,400000,Riyadh,90354000.0,Urban,Japan,14
Renault,Dokker,2016,Saudi,White,Standard,1.5,Gas,Manual,Used,122000,Riyadh,88300500.0,Urban,Europe,8
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,109763,Riyadh,88300500.0,Urban,Japan,7
Hyundai,Accent,2014,Saudi,Black,Standard,1.4,Gas,Automatic,Used,101231,Riyadh,88300500.0,Urban,Korea,10
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,106475,Riyadh,88300500.0,Urban,Japan,7
Nissan,Pathfinder,2006,Saudi,White,Full,3.5,Gas,Automatic,Used,300,Riyadh,86247000.0,Urban,Japan,18
Hyundai,Azera,2011,Other,Grey,Semi Full,3.0,Gas,Automatic,Used,447,Riyadh,86247000.0,Urban,Korea,13
Hyundai,Sonata,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,300,Jeddah,86247000.0,Urban,Korea,12
Chevrolet,Spark,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,101000,Riyadh,86247000.0,Urban,USA,7
Volkswagen,Passat,2010,Saudi,Silver,Full,2.5,Gas,Automatic,Used,143000,Dammam,86247000.0,Urban,Europe,14
Kia,Rio,2015,Saudi,White,Standard,1.6,Gas,Automatic,Used,182000,Riyadh,86247000.0,Urban,Korea,9
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,Used,237000,Dammam,86247000.0,Urban,Korea,8
Ford,Explorer,2010,Saudi,Silver,Full,3.5,Gas,Automatic,Used,250000,Jeddah,86247000.0,Urban,USA,14
Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,Used,75000,Riyadh,86247000.0,Urban,USA,10
Toyota,Corolla,2012,Other,Silver,Standard,1.6,Gas,Automatic,Used,254000,Dammam,86247000.0,Urban,Japan,12
Hyundai,Senta fe,2009,Saudi,Silver,Full,2.7,Gas,Automatic,Used,260000,Riyadh,86247000.0,Urban,Korea,15
Hyundai,Elantra,2012,Saudi,Another Color,Standard,2.0,Gas,Automatic,Used,289000,Aseer,86247000.0,Suburban,Korea,12
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,190000,Jeddah,86247000.0,Urban,Japan,11
Kia,Rio,2016,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,188000,Dammam,86247000.0,Urban,Korea,8
Hyundai,Sonata,2011,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,336000,Riyadh,86247000.0,Urban,Korea,13
Hummer,H3,2008,Other,Red,Full,3.5,Gas,Automatic,Used,340000,Riyadh,86247000.0,Urban,USA,16
Mercedes,CLS,2007,Saudi,Grey,Full,6.3,Gas,Automatic,Used,340000,Dammam,86247000.0,Urban,Europe,17
Mercedes,S,1995,Other,Another Color,Semi Full,3.6,Gas,Automatic,Used,115,Al-Ahsa,86247000.0,Suburban,Europe,29
Chevrolet,Malibu,2013,Other,Golden,Semi Full,2.5,Gas,Automatic,Used,220000,Jeddah,86247000.0,Urban,USA,11
Ford,Marquis,2009,Saudi,Blue,Semi Full,4.0,Gas,Automatic,Used,377000,Al-Ahsa,86247000.0,Suburban,USA,15
Kia,Cerato,2014,Saudi,White,Standard,1.6,Gas,Automatic,Used,155000,Riyadh,86247000.0,Urban,Korea,10
Nissan,VTC,1998,Saudi,Another Color,Standard,4.0,Gas,Manual,Used,415000,Dammam,86247000.0,Urban,Japan,26
Volkswagen,Tiguan,2012,Saudi,Navy,Full,2.0,Gas,Automatic,Used,170000,Jeddah,86247000.0,Urban,Europe,12
Ford,Marquis,2007,Saudi,Golden,Full,8.1,Gas,Automatic,Used,400000,Hafar Al-Batin,84193500.0,Suburban,USA,17
Kia,Picanto,2017,Saudi,Red,Semi Full,1.4,Gas,Automatic,Used,148000,Jeddah,82140000.0,Urban,Korea,7
Renault,Dokker,2016,Saudi,White,Standard,1.8,Gas,Manual,Used,143000,Riyadh,82140000.0,Urban,Europe,8
Chevrolet,Malibu,2015,Saudi,Red,Semi Full,2.5,Gas,Automatic,Used,218000,Makkah,82140000.0,Urban,USA,9
Ford,Expedition,2006,Other,Silver,Standard,5.4,Gas,Automatic,Used,400,Al-Medina,82140000.0,Urban,USA,18
Toyota,Camry,1999,Saudi,White,Standard,2.4,Gas,Manual,Used,400,Tabouk,82140000.0,Urban,Japan,25
Renault,Safrane,2012,Saudi,White,Full,2.6,Gas,Automatic,Used,144000,Jeddah,82140000.0,Urban,Europe,12
Ford,Explorer,2009,Other,White,Semi Full,3.5,Gas,Automatic,Used,430,Jeddah,82140000.0,Urban,USA,15
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,211000,Riyadh,82140000.0,Urban,Japan,8
Nissan,Sunny,2016,Saudi,Another Color,Standard,1.5,Gas,Automatic,Used,146000,Riyadh,82140000.0,Urban,Japan,8
Kia,Rio,2014,Other,Another Color,Standard,1.4,Gas,Automatic,Used,203331,Makkah,82140000.0,Urban,Korea,10
Peugeot,3008,2012,Other,Silver,Full,1.6,Gas,Automatic,Used,175000,Makkah,82140000.0,Urban,Europe,12
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,Used,200000,Jeddah,82140000.0,Urban,Japan,8
Ford,Ranger,2011,Other,White,Standard,2.2,Gas,Manual,Used,150000,Riyadh,82140000.0,Urban,USA,13
Honda,Accord,2008,Saudi,Golden,Standard,2.4,Gas,Automatic,Used,197000,Abha,82140000.0,Suburban,Japan,16
Toyota,Camry,2007,Saudi,Golden,Standard,2.5,Gas,Manual,Used,192000,Riyadh,82140000.0,Urban,Japan,17
Ford,Explorer,2010,Other,Another Color,Standard,6.6,Gas,Automatic,Used,190000,Jeddah,82140000.0,Urban,USA,14
Ford,Expedition,2006,Saudi,Silver,Standard,5.4,Gas,Automatic,Used,155000,Riyadh,82140000.0,Urban,USA,18
GMC,Acadia,2008,Saudi,Golden,Full,3.6,Gas,Automatic,Used,220000,Riyadh,82140000.0,Urban,USA,16
Toyota,Corolla,2012,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,Used,185000,Al-Medina,82140000.0,Urban,Japan,12
Renault,Dokker,2016,Saudi,White,Semi Full,1.0,Gas,Manual,Used,155000,Riyadh,82140000.0,Urban,Europe,8
Ford,Marquis,2010,Other,Another Color,Semi Full,5.8,Gas,Automatic,Used,500,Qassim,82140000.0,Suburban,USA,14
Chevrolet,Malibu,2013,Saudi,Red,Semi Full,2.4,Gas,Automatic,Used,233000,Abha,82140000.0,Suburban,USA,11
Ford,Edge,2009,Saudi,Brown,Standard,3.5,Gas,Automatic,Used,357,Riyadh,82140000.0,Urban,USA,15
Hyundai,Accent,2014,Saudi,White,Full,1.6,Gas,Automatic,Used,324000,Taef,82140000.0,Suburban,Korea,10
Honda,Other,2005,Saudi,Red,Semi Full,4.0,Gas,Manual,Used,100,Riyadh,82140000.0,Urban,Japan,19
Nissan,Patrol,1998,Gulf Arabic,White,Full,4.5,Gas,Automatic,Used,595000,Taef,82140000.0,Suburban,Japan,26
Toyota,Camry,2010,Saudi,Another Color,Standard,2.0,Gas,Manual,Used,550000,Jeddah,82140000.0,Urban,Japan,14
GMC,Envoy,2005,Other,White,Full,3.85,Gas,Automatic,Used,500000,Makkah,82140000.0,Urban,USA,19
GMC,Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,Used,409000,Riyadh,82140000.0,Urban,USA,19
Toyota,Camry,2010,Saudi,Green,Full,2.4,Gas,Manual,Used,390000,Dammam,82140000.0,Urban,Japan,14
GMC,Yukon,2006,Saudi,Golden,Full,5.3,Gas,Automatic,Used,377000,Riyadh,82140000.0,Urban,USA,18
Chevrolet,Spark,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,Used,108,Dammam,82140000.0,Urban,USA,7
Nissan,Maxima,2011,Saudi,Black,Semi Full,3.25,Gas,Automatic,Used,355000,Jeddah,82140000.0,Urban,Japan,13
Mercedes,S,2005,Other,Silver,Semi Full,5.0,Gas,Automatic,Used,350000,Riyadh,82140000.0,Urban,Europe,19
Toyota,Land Cruiser,1995,Saudi,Silver,Full,4.6,Gas,Manual,Used,300000,Tabouk,82140000.0,Urban,Japan,29
Toyota,Camry,2006,Saudi,Blue,Semi Full,2.4,Gas,Automatic,Used,240000,Riyadh,82140000.0,Urban,Japan,18
Toyota,Hilux,2011,Saudi,White,Standard,1.4,Gas,Manual,Used,300000,Tabouk,82140000.0,Urban,Japan,13
Chrysler,C300,2005,Saudi,Black,Full,5.7,Gas,Automatic,Used,300000,Jeddah,82140000.0,Urban,USA,19
Hyundai,Elantra,2013,Saudi,Blue,Semi Full,2.0,Gas,Automatic,Used,300000,Aseer,82140000.0,Suburban,Korea,11
Toyota,Camry,2008,Saudi,Silver,Standard,2.5,Gas,Manual,Used,298000,Riyadh,82140000.0,Urban,Japan,16
Land Rover,Range Rover,2006,Saudi,Blue,Full,4.4,Gas,Automatic,Used,289000,Riyadh,82140000.0,Urban,Europe,18
GMC,Suburban,2005,Saudi,Black,Semi Full,5.3,Gas,Automatic,Used,260000,Al-Medina,82140000.0,Urban,USA,19
GMC,Acadia,2011,Saudi,Black,Semi Full,3.6,Gas,Automatic,Used,253000,Dammam,82140000.0,Urban,USA,13
Hyundai,Accent,2014,Other,Another Color,Standard,1.4,Gas,Manual,Used,252000,Taef,82140000.0,Suburban,Korea,10
Nissan,Sunny,2014,Saudi,Red,Standard,1.5,Gas,Automatic,Used,139740,Riyadh,82140000.0,Urban,Japan,10
Dodge,Durango,2012,Other,Blue,Semi Full,5.7,Gas,Automatic,Used,315,Riyadh,82140000.0,Urban,USA,12
Ford,Flex,2010,Other,Black,Standard,3.5,Gas,Automatic,Used,248000,Al-Medina,82140000.0,Urban,USA,14
Chevrolet,Caprice,2010,Saudi,White,Standard,3.5,Gas,Automatic,Used,250000,Dammam,82140000.0,Urban,USA,14
Nissan,Altima,2009,Saudi,Silver,Full,2.5,Gas,Manual,Used,200,Jeddah,82140000.0,Urban,Japan,15
Renault,Fluence,2015,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,91000,Dammam,82140000.0,Urban,Europe,9
Chevrolet,Suburban,1999,Other,Golden,Full,5.3,Gas,Automatic,Used,70000,Al-Medina,82140000.0,Urban,USA,25
Toyota,Yaris,2016,Saudi,Grey,Semi Full,1.3,Gas,Automatic,Used,120000,Riyadh,82140000.0,Urban,Japan,8
Nissan,Maxima,2011,Other,Another Color,Semi Full,3.5,Gas,Automatic,Used,34000,Dammam,82140000.0,Urban,Japan,13
Kia,Rio,2016,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,119000,Dammam,82140000.0,Urban,Korea,8
Chrysler,C300,2008,Other,Black,Full,5.7,Gas,Automatic,Used,114000,Riyadh,82140000.0,Urban,USA,16
Fiat,Doblo,2016,Saudi,White,Standard,1.4,Gas,Manual,Used,28400,Riyadh,82140000.0,Urban,Europe,8
